Time,Open,High,Low,Close,Volume,Count,Wap
20230317  15:12:00,305.74,305.74,305.65,305.66,416.44,101,305.678
20230317  15:14:00,305.65,305.65,305.57,305.59,265.1,95,305.608
20230317  15:16:00,305.6,305.63,305.57,305.57,92.61,35,305.594
20230317  15:18:00,305.58,305.67,305.58,305.65,199.98,42,305.651
20230317  15:20:00,305.65,305.65,305.61,305.62,213.94,49,305.622
20230317  15:22:00,305.62,305.62,305.61,305.62,332.17,65,305.619
20230317  15:24:00,305.62,305.65,305.56,305.56,126.8,43,305.614
20230317  15:26:00,305.55,305.57,305.36,305.52,3145.72,68,305.367
20230317  15:28:00,305.55,305.59,305.55,305.58,68.24,19,305.578
20230317  15:30:00,305.52,305.56,305.52,305.56,86,45,305.557
20230317  15:32:00,305.56,305.57,305.56,305.57,17.53,3,305.569
20230317  15:34:00,305.55,305.55,305.51,305.52,42.97,20,305.529
20230317  15:36:00,305.52,305.54,305.5,305.54,115.29,98,305.516
